"","state","fips","date","cases","deaths","daily_cases","daily_cases_avg","daily_deaths","daily_deaths_avg","daily_cases_avg_per","daily_deaths_avg_per","weekly_cases_per100k","weekly_deaths_per100k"
"739","Massachusetts","25",2020-03-17,218,0,21,18,0,0,2.61153313970266e-06,0,1.82807319779186,0
"740","Massachusetts","25",2020-03-18,256,0,38,23,0,0,3.33695901184229e-06,0,2.3358713082896,0
"741","Massachusetts","25",2020-03-19,328,0,72,31.4285714285714,0,0,4.5598197677348e-06,0,3.19187383741436,0
"742","Massachusetts","25",2020-03-20,413,1,85,41.4285714285714,1,0.142857142857143,6.01067151201406e-06,2.07264534897036e-08,4.20747005840984,0.0145085174427926
"743","Massachusetts","25",2020-03-21,525,2,112,55.2857142857143,1,0.285714285714286,8.02113750051531e-06,4.14529069794073e-08,5.61479625036072,0.0290170348855851
"744","Massachusetts","25",2020-03-22,646,5,121,68.8571428571429,3,0.714285714285714,9.99015058203716e-06,1.03632267448518e-07,6.99310540742601,0.0725425872139628
"745","Massachusetts","25",2020-03-23,777,9,131,82.8571428571429,4,1.28571428571429,1.20213430240281e-05,1.86538081407333e-07,8.41494011681968,0.130576656985133
"746","Massachusetts","25",2020-03-24,1159,11,382,134.428571428571,2,1.57142857142857,1.95035927338111e-05,2.2799098838674e-07,13.6525149136678,0.159593691870718
"747","Massachusetts","25",2020-03-25,1838,15,679,226,4,2.14285714285714,3.27892494207112e-05,3.10896802345555e-07,22.9524745944978,0.217627761641888
"748","Massachusetts","25",2020-03-26,2417,25,579,298.428571428571,10,3.57142857142857,4.32975613399909e-05,5.18161337242591e-07,30.3082929379936,0.362712936069814
"749","Massachusetts","25",2020-03-27,3240,35,823,403.857142857143,10,4.85714285714286,5.85936840153922e-05,7.04699418649924e-07,41.0155788107745,0.493289593054947
"750","Massachusetts","25",2020-03-28,4257,44,1017,533.142857142857,9,6,7.7351124423574e-05,8.70511046567553e-07,54.1457870965018,0.609357732597287
"751","Massachusetts","25",2020-03-29,4955,48,698,615.571428571429,4,6.14285714285714,8.9310288087133e-05,8.91237500057257e-07,62.5172016609931,0.62386625004008
"752","Massachusetts","25",2020-03-30,5752,56,797,710.714285714286,8,6.71428571428571,0.000103114106111276,9.74143314016072e-07,72.1798742778929,0.68190031981125
"753","Massachusetts","25",2020-03-31,6620,89,868,780.142857142857,33,11.1428571428571,0.000113187162507272,1.61666337219688e-06,79.2310137550901,1.13166436053782
"754","Massachusetts","25",2020-04-01,7738,122,1118,842.857142857143,33,15.2857142857143,0.000122286075589252,2.21773052339829e-06,85.6002529124761,1.5524113663788
"755","Massachusetts","25",2020-04-02,8966,154,1228,935.571428571429,32,18.4285714285714,0.000135737543904069,2.67371250017177e-06,95.0162807328484,1.87159875012024
"756","Massachusetts","25",2020-04-03,10402,192,1436,1023.14285714286,38,22.4285714285714,0.000148442859893258,3.25405319788347e-06,103.91000192528,2.27783723851843
"757","Massachusetts","25",2020-04-04,11736,216,1334,1068.42857142857,24,24.5714285714286,0.000155013145649494,3.56495000022903e-06,108.509201954645,2.49546500016032
"758","Massachusetts","25",2020-04-05,12500,231,764,1077.85714285714,15,26.1428571428571,0.000156381091579814,3.79294098861577e-06,109.46676410587,2.65505869203104
"759","Massachusetts","25",2020-04-06,13837,260,1337,1155,29,29.1428571428571,0.000167573376464254,4.22819651189954e-06,117.301363524978,2.95973755832968
"760","Massachusetts","25",2020-04-07,15202,356,1365,1226,96,38.1428571428571,0.000177874423848637,5.53396308175087e-06,124.512096694046,3.87377415722561
"761","Massachusetts","25",2020-04-08,16790,433,1588,1293.14285714286,77,44.4285714285714,0.000187615856988797,6.44592703529783e-06,131.331099892158,4.51214892470848
"762","Massachusetts","25",2020-04-09,18941,503,2151,1425,70,49.8571428571429,0.000206746373559794,7.23353226790657e-06,144.722461491856,5.0634725875346
"763","Massachusetts","25",2020-04-10,20974,599,2033,1510.28571428571,96,58.1428571428571,0.000219120066293147,8.43566657030939e-06,153.384046405203,5.90496659921657
"764","Massachusetts","25",2020-04-11,22860,686,1886,1589.14285714286,87,67.1428571428571,0.000230561068619463,9.74143314016071e-06,161.392748033624,6.8190031981125
"765","Massachusetts","25",2020-04-12,25475,756,2615,1853.57142857143,70,75,0.000268925734028905,1.08813880820944e-05,188.248013820233,7.61697165746609
"766","Massachusetts","25",2020-04-13,26867,844,1392,1861.42857142857,88,83.4285714285714,0.000270065688970838,1.21042488379869e-05,189.045982279587,8.47297418659085
"767","Massachusetts","25",2020-04-14,28163,957,1296,1851.57142857143,113,85.8571428571429,0.000268635563680049,1.24565985473119e-05,188.044894576034,8.71961898311832
"768","Massachusetts","25",2020-04-15,29918,1108,1755,1875.42857142857,151,96.4285714285714,0.000272096881412829,1.399035610555e-05,190.467816988981,9.79324927388497
"769","Massachusetts","25",2020-04-16,32181,1245,2263,1891.42857142857,137,106,0.000274418244203676,1.53790284893601e-05,192.092770942573,10.7653199425521
"770","Massachusetts","25",2020-04-17,34402,1404,2221,1918.28571428571,159,115,0.000278314817459741,1.66847950592114e-05,194.820372221818,11.679356541448
"771","Massachusetts","25",2020-04-18,36372,1560,1970,1930.28571428571,156,124.857142857143,0.000280055839552876,1.8114920350001e-05,196.039087687013,12.6804442450007
"772","Massachusetts","25",2020-04-19,38077,1706,1705,1800.28571428571,146,135.714285714286,0.000261194766877245,1.96901308152185e-05,182.836336814072,13.7830915706529
"773","Massachusetts","25",2020-04-20,39643,1809,1566,1825.14285714286,103,137.857142857143,0.000264801169784454,2.0001027617564e-05,185.360818849118,14.0007193322948
"774","Massachusetts","25",2020-04-21,41199,1961,1556,1862.28571428571,152,143.428571428571,0.000270190047691777,2.08093593036625e-05,189.133033384244,14.5665515125637
"775","Massachusetts","25",2020-04-22,42944,2182,1745,1860.85714285714,221,153.428571428571,0.00026998278315688,2.22602110479417e-05,188.987948209816,15.5821477335592
"776","Massachusetts","25",2020-04-23,46023,2360,3079,1977.42857142857,178,159.285714285714,0.000286895569204478,2.31099956410196e-05,200.826898443135,16.1769969487137
"777","Massachusetts","25",2020-04-24,50969,2556,4946,2366.71428571429,196,164.571428571429,0.00034337515496392,2.38768744201386e-05,240.362608474744,16.713812094097
"778","Massachusetts","25",2020-04-25,53348,2730,2379,2425.14285714286,174,167.142857142857,0.000351852274441209,2.42499505829533e-05,246.296592108846,16.9749654080673
"779","Massachusetts","25",2020-04-26,54938,2899,1590,2408.71428571429,169,170.428571428571,0.000349468732289893,2.47266590132164e-05,244.628112602925,17.3086613092515
"780","Massachusetts","25",2020-04-27,56462,3003,1524,2402.71428571429,104,170.571428571429,0.000348598221243326,2.47473854667062e-05,244.018754870328,17.3231698266943
"781","Massachusetts","25",2020-04-28,58302,3153,1840,2443.28571428571,150,170.285714285714,0.000354484534034401,2.47059325597267e-05,248.139173824081,17.2941527918087
"782","Massachusetts","25",2020-04-29,60265,3405,1963,2474.42857142857,252,174.714285714286,0.000359002900895157,2.53484526179076e-05,251.30203062661,17.7439168325353
"783","Massachusetts","25",2020-04-30,62205,3562,1940,2311.71428571429,157,171.714285714286,0.000335395470370384,2.49131970946238e-05,234.776829259269,17.4392379662366
"784","Massachusetts","25",2020-05-01,64311,3716,2106,1906,154,165.714285714286,0.000276532342459626,2.40426860480562e-05,193.572639721738,16.8298802336394
"785","Massachusetts","25",2020-05-02,66263,3846,1952,1845,130,159.428571428571,0.000267682146819523,2.31307220945093e-05,187.377502773666,16.1915054661565
"786","Massachusetts","25",2020-05-03,68087,4004,1824,1878.42857142857,158,157.857142857143,0.000272532136936113,2.29027311061225e-05,190.772495855279,16.0319117742858
"787","Massachusetts","25",2020-05-04,69087,4090,1000,1803.57142857143,86,155.285714285714,0.000261671475307509,2.25296549433079e-05,183.170032715256,15.7707584603155
"788","Massachusetts","25",2020-05-05,70271,4212,1184,1709.85714285714,122,151.285714285714,0.000248074921818263,2.19493142455962e-05,173.652445272784,15.3645199719173
"789","Massachusetts","25",2020-05-06,72025,4420,1754,1680,208,145,0.000243743093038915,2.10373502920492e-05,170.62016512724,14.7261452044344
"790","Massachusetts","25",2020-05-07,73721,4552,1696,1645.14285714286,132,141.428571428571,0.000238685838387427,2.05191889548066e-05,167.080086871199,14.3634322683646
"791","Massachusetts","25",2020-05-08,75333,4702,1612,1574.57142857143,150,140.857142857143,0.000228446970363514,2.04362831408478e-05,159.91287925446,14.3053981985935
"792","Massachusetts","25",2020-05-09,76743,4840,1410,1497.14285714286,138,142,0.000217213232572094,2.06020947687654e-05,152.049262800466,14.4214663381358
"793","Massachusetts","25",2020-05-10,77793,4979,1050,1386.57142857143,139,139.285714285714,0.000201170957571064,2.02082921524611e-05,140.819670299745,14.1458045067227
"794","Massachusetts","25",2020-05-11,78462,5108,669,1339.28571428571,129,145.428571428571,0.000194310501465972,2.10995296525183e-05,136.01735102618,14.7696707567628
"795","Massachusetts","25",2020-05-12,79332,5141,870,1294.42857142857,33,132.714285714286,0.000187802395070205,1.92548752919347e-05,131.461676549143,13.4784127043543
"796","Massachusetts","25",2020-05-13,80497,5315,1165,1210.28571428571,174,127.857142857143,0.000175594513964769,1.85501758732848e-05,122.916159775339,12.9851231112993
"797","Massachusetts","25",2020-05-14,82182,5482,1685,1208.71428571429,167,132.857142857143,0.000175366522976383,1.92756017454244e-05,122.756566083468,13.4929212217971
"798","Massachusetts","25",2020-05-15,83421,5592,1239,1155.42857142857,110,127.142857142857,0.000167635555824723,1.84465436058362e-05,117.344889077306,12.9125805240854
"799","Massachusetts","25",2020-05-16,84933,5705,1512,1170,113,123.571428571429,0.000169749654080673,1.79283822685937e-05,118.824757856471,12.5498675880156
"800","Massachusetts","25",2020-05-17,86010,5797,1077,1173.85714285714,92,116.857142857143,0.000170309268324895,1.69542389545776e-05,119.216487827426,11.8679672682043
"801","Massachusetts","25",2020-05-18,87052,5862,1042,1227.14285714286,65,107.714285714286,0.000178040235476554,1.56277459312365e-05,124.628164833588,10.9394221518656
"802","Massachusetts","25",2020-05-19,87925,5938,873,1227.57142857143,76,113.857142857143,0.000178102414837023,1.65189834312938e-05,124.671690385916,11.5632884019057
"803","Massachusetts","25",2020-05-20,88970,6066,1045,1210.42857142857,128,107.285714285714,0.000175615240418259,1.55655665707674e-05,122.930668292781,10.8958965995372
"804","Massachusetts","25",2020-05-21,90084,6148,1114,1128.85714285714,82,95.1428571428571,0.000163780435475638,1.38038180241426e-05,114.646304832947,9.66267261689984
"805","Massachusetts","25",2020-05-22,90889,6228,805,1066.85714285714,80,90.8571428571429,0.000154785154661107,1.31820244194515e-05,108.349608262775,9.22741709361607
"806","Massachusetts","25",2020-05-23,91662,6304,773,961.285714285714,76,85.5714285714286,0.000139468305532216,1.24151456403325e-05,97.6278138725511,8.69060194823274
"807","Massachusetts","25",2020-05-24,92675,6372,1013,952.142857142857,68,82.1428571428571,0.000138141812508875,1.19177107565796e-05,96.6992687562124,8.34239752960572
"808","Massachusetts","25",2020-05-25,93271,6416,596,888.428571428571,44,79.1428571428571,0.000128897814252467,1.14824552332958e-05,90.2284699767269,8.03771866330707
"809","Massachusetts","25",2020-05-26,93693,6473,422,824,57,76.4285714285714,0.000119550183728611,1.10886526169915e-05,83.6851286100274,7.76205683189402
"810","Massachusetts","25",2020-05-27,94220,6547,527,750,74,68.7142857142857,0.000108813880820944,9.96942412854745e-06,76.1697165746609,6.97859688998322
"811","Massachusetts","25",2020-05-28,94895,6640,675,687.285714285714,93,70.2857142857143,9.97149677389643e-05,1.01974151169342e-05,69.800477417275,7.13819058185394
"812","Massachusetts","25",2020-05-29,95512,6718,617,660.428571428571,78,70,9.58183944829e-05,1.01559622099548e-05,67.07287613803,7.10917354696835
"813","Massachusetts","25",2020-05-30,96301,6768,789,662.714285714286,50,66.2857142857143,9.61500177387352e-05,9.61707441922249e-06,67.3050124171147,6.73195209345575
"814","Massachusetts","25",2020-05-31,96965,6846,664,612.857142857143,78,67.7142857142857,8.89164854708286e-05,9.82433895411953e-06,62.24153982958,6.87703726788367
"815","Massachusetts","25",2020-06-01,100805,7035,3840,1076.28571428571,189,88.4285714285714,0.000156153100591427,1.28296747101266e-05,109.307170413999,8.98077229708859
"816","Massachusetts","25",2020-06-02,101163,7085,358,1067.14285714286,50,87.4285714285714,0.000154826607568086,1.26845895356986e-05,108.37862529766,8.87921267498904
"817","Massachusetts","25",2020-06-03,101592,7152,429,1053.14285714286,67,86.4285714285714,0.000152795415126095,1.25395043612707e-05,106.956790588267,8.77765305288949
"818","Massachusetts","25",2020-06-04,102063,7201,471,1024,49,80.1428571428571,0.000148567218614196,1.16275404077237e-05,103.997053029937,8.13927828540662
"819","Massachusetts","25",2020-06-05,102557,7235,494,1006.42857142857,34,73.8571428571429,0.000146017864834962,1.07155764541768e-05,102.212505384474,7.50090351792375
"820","Massachusetts","25",2020-06-06,103132,7289,575,975.857142857143,54,74.4285714285714,0.000141582403788166,1.07984822681356e-05,99.1076826517159,7.55893758769492
"821","Massachusetts","25",2020-06-07,103436,7316,304,924.428571428571,27,67.1428571428571,0.000134120880531872,9.74143314016071e-06,93.8846163723106,6.8190031981125
"822","Massachusetts","25",2020-06-08,103626,7353,190,403,37,45.4285714285714,5.8469325294454e-05,6.59101220972576e-06,40.9285277061178,4.61370854680803
"823","Massachusetts","25",2020-06-09,103889,7408,263,389.428571428571,55,46.1428571428571,5.65003122129321e-05,6.69464447717428e-06,39.5502185490525,4.68625113402199
"824","Wisconsin","55",2020-02-05,1,0,0,NA,0,NA,NA,NA,NA,NA
"825","Wisconsin","55",2020-02-06,1,0,0,NA,0,NA,NA,NA,NA,NA
"826","Wisconsin","55",2020-02-07,1,0,0,NA,0,NA,NA,NA,NA,NA
"827","Wisconsin","55",2020-02-08,1,0,0,NA,0,NA,NA,NA,NA,NA
"828","Wisconsin","55",2020-02-09,1,0,0,NA,0,NA,NA,NA,NA,NA
"829","Wisconsin","55",2020-02-10,1,0,0,NA,0,NA,NA,NA,NA,NA
"830","Wisconsin","55",2020-02-11,1,0,0,0,0,0,0,0,0,0
"831","Wisconsin","55",2020-02-12,1,0,0,0,0,0,0,0,0,0
"832","Wisconsin","55",2020-02-13,1,0,0,0,0,0,0,0,0,0
"833","Wisconsin","55",2020-02-14,1,0,0,0,0,0,0,0,0,0
"834","Wisconsin","55",2020-02-15,1,0,0,0,0,0,0,0,0,0
"835","Wisconsin","55",2020-02-16,1,0,0,0,0,0,0,0,0,0
"836","Wisconsin","55",2020-02-17,1,0,0,0,0,0,0,0,0,0
"837","Wisconsin","55",2020-02-18,1,0,0,0,0,0,0,0,0,0
"838","Wisconsin","55",2020-02-19,1,0,0,0,0,0,0,0,0,0
"839","Wisconsin","55",2020-02-20,1,0,0,0,0,0,0,0,0,0
"840","Wisconsin","55",2020-02-21,1,0,0,0,0,0,0,0,0,0
"841","Wisconsin","55",2020-02-22,1,0,0,0,0,0,0,0,0,0
"842","Wisconsin","55",2020-02-23,1,0,0,0,0,0,0,0,0,0
"843","Wisconsin","55",2020-02-24,1,0,0,0,0,0,0,0,0,0
"844","Wisconsin","55",2020-02-25,1,0,0,0,0,0,0,0,0,0
"845","Wisconsin","55",2020-02-26,1,0,0,0,0,0,0,0,0,0
"846","Wisconsin","55",2020-02-27,1,0,0,0,0,0,0,0,0,0
"847","Wisconsin","55",2020-02-28,1,0,0,0,0,0,0,0,0,0
"848","Wisconsin","55",2020-02-29,1,0,0,0,0,0,0,0,0,0
"849","Wisconsin","55",2020-03-01,1,0,0,0,0,0,0,0,0,0
"850","Wisconsin","55",2020-03-02,1,0,0,0,0,0,0,0,0,0
"851","Wisconsin","55",2020-03-03,1,0,0,0,0,0,0,0,0,0
"852","Wisconsin","55",2020-03-04,1,0,0,0,0,0,0,0,0,0
"853","Wisconsin","55",2020-03-05,1,0,0,0,0,0,0,0,0,0
"854","Wisconsin","55",2020-03-06,1,0,0,0,0,0,0,0,0,0
"855","Wisconsin","55",2020-03-07,1,0,0,0,0,0,0,0,0,0
"856","Wisconsin","55",2020-03-08,1,0,0,0,0,0,0,0,0,0
"857","Wisconsin","55",2020-03-09,2,0,1,0.142857142857143,0,0,2.45356397096374e-08,0,0.0171749477967462,0
"858","Wisconsin","55",2020-03-10,3,0,1,0.285714285714286,0,0,4.90712794192748e-08,0,0.0343498955934923,0
"859","Wisconsin","55",2020-03-11,6,0,3,0.714285714285714,0,0,1.22678198548187e-07,0,0.0858747389837309,0
"860","Wisconsin","55",2020-03-12,8,0,2,1,0,0,1.71749477967462e-07,0,0.120224634577223,0
"861","Wisconsin","55",2020-03-13,19,0,11,2.57142857142857,0,0,4.41641514773473e-07,0,0.309149060341431,0
"862","Wisconsin","55",2020-03-14,27,0,8,3.71428571428571,0,0,6.37926632450572e-07,0,0.4465486427154,0
"863","Wisconsin","55",2020-03-15,33,0,6,4.57142857142857,0,0,7.85140470708396e-07,0,0.549598329495878,0
"864","Wisconsin","55",2020-03-16,47,0,14,6.42857142857143,0,0,1.10410378693368e-06,0,0.772872650853578,0
"865","Wisconsin","55",2020-03-17,72,0,25,9.85714285714286,0,0,1.69295913996498e-06,0,1.18507139797549,0
"866","Wisconsin","55",2020-03-18,106,0,34,14.2857142857143,0,0,2.45356397096374e-06,0,1.71749477967462,0
"867","Wisconsin","55",2020-03-19,155,2,49,21,2,0.285714285714286,3.6067390373167e-06,4.90712794192748e-08,2.52471732612169,0.0343498955934923
"868","Wisconsin","55",2020-03-20,216,3,61,28.1428571428571,1,0.428571428571429,4.83352102279857e-06,7.36069191289122e-08,3.383464715959,0.0515248433902385
"869","Wisconsin","55",2020-03-21,281,4,65,36.2857142857143,1,0.571428571428571,6.2320524862479e-06,9.81425588385495e-08,4.36243674037353,0.0686997911869847
"870","Wisconsin","55",2020-03-22,382,4,101,49.8571428571429,0,0.571428571428571,8.56293825866345e-06,9.81425588385495e-08,5.99405678106441,0.0686997911869847
"871","Wisconsin","55",2020-03-23,418,5,36,53,1,0.714285714285714,9.10272233227547e-06,1.22678198548187e-07,6.37190563259283,0.0858747389837309
"872","Wisconsin","55",2020-03-24,481,5,63,58.4285714285714,0,0.714285714285714,1.00350766412417e-05,1.22678198548187e-07,7.02455364886919,0.0858747389837309
"873","Wisconsin","55",2020-03-25,623,7,142,73.8571428571429,2,1,1.26849257298825e-05,1.71749477967462e-07,8.87944801091777,0.120224634577223
"874","Wisconsin","55",2020-03-26,754,10,131,85.5714285714286,3,1.14285714285714,1.46968481860728e-05,1.96285117677099e-07,10.287793730251,0.137399582373969
"875","Wisconsin","55",2020-03-27,930,16,176,102,6,1.85714285714286,1.75184467526811e-05,3.18963316225286e-07,12.2629127268768,0.2232743213577
"876","Wisconsin","55",2020-03-28,1042,17,112,108.714285714286,1,1.85714285714286,1.86716218190341e-05,3.18963316225286e-07,13.0701352733238,0.2232743213577
"877","Wisconsin","55",2020-03-29,1120,17,78,105.428571428571,0,1.85714285714286,1.81073021057124e-05,3.18963316225286e-07,12.6751114739987,0.2232743213577
"878","Wisconsin","55",2020-03-30,1267,20,147,121.285714285714,3,2.14285714285714,2.08307581134821e-05,3.68034595644561e-07,14.5815306794375,0.257624216951193
"879","Wisconsin","55",2020-03-31,1351,25,84,124.285714285714,5,2.85714285714286,2.13460065473845e-05,4.90712794192748e-07,14.9422045831692,0.343498955934923
"880","Wisconsin","55",2020-04-01,1550,33,199,132.428571428571,8,3.71428571428571,2.27445380108339e-05,6.37926632450572e-07,15.9211766075837,0.4465486427154
"881","Wisconsin","55",2020-04-02,1730,37,180,139.428571428571,4,3.85714285714286,2.39467843566061e-05,6.62462272160209e-07,16.7627490496243,0.463723590512147
"882","Wisconsin","55",2020-04-03,1916,49,186,140.857142857143,12,4.71428571428571,2.41921407537025e-05,8.09676110418034e-07,16.9344985275917,0.566773277292624
"883","Wisconsin","55",2020-04-04,2112,60,196,152.857142857143,11,6.14285714285714,2.6253134489312e-05,1.05503250751441e-06,18.3771941425184,0.738522755260085
"884","Wisconsin","55",2020-04-05,2267,73,155,163.857142857143,13,8,2.81423787469541e-05,1.37399582373969e-06,19.6996651228679,0.961797076617786
"885","Wisconsin","55",2020-04-06,2440,83,173,167.571428571429,10,9,2.87803053794047e-05,1.54574530170716e-06,20.1462137655833,1.08202171119501
"886","Wisconsin","55",2020-04-07,2578,94,138,175.285714285714,11,9.85714285714286,3.01052299237251e-05,1.69295913996498e-06,21.0736609466075,1.18507139797549
"887","Wisconsin","55",2020-04-08,2756,107,178,172.285714285714,13,10.5714285714286,2.95899814898227e-05,1.81563733851317e-06,20.7129870428759,1.27094613695922
"888","Wisconsin","55",2020-04-09,2885,116,129,165,9,11.2857142857143,2.83386638646312e-05,1.93831553706135e-06,19.8370647052418,1.35682087594295
"889","Wisconsin","55",2020-04-10,3068,131,183,164.571428571429,15,11.7142857142857,2.82650569455023e-05,2.01192245619027e-06,19.7855398618516,1.40834571933319
"890","Wisconsin","55",2020-04-11,3213,141,145,157.285714285714,10,11.5714285714286,2.70137393203108e-05,1.98738681648063e-06,18.9096175242175,1.39117077153644
"891","Wisconsin","55",2020-04-12,3341,145,128,153.428571428571,4,10.2857142857143,2.63512770481506e-05,1.76656605909389e-06,18.4458939337054,1.23659624136572
"892","Wisconsin","55",2020-04-13,3428,155,87,141.142857142857,10,10.2857142857143,2.42412120331217e-05,1.76656605909389e-06,16.9688484231852,1.23659624136572
"893","Wisconsin","55",2020-04-14,3555,172,127,139.571428571429,17,11.1428571428571,2.39713199963157e-05,1.91377989735172e-06,16.779923997421,1.3396459281462
"894","Wisconsin","55",2020-04-15,3721,184,166,137.857142857143,12,11,2.36768923198001e-05,1.88924425764208e-06,16.5738246238601,1.32247098034946
"895","Wisconsin","55",2020-04-16,3875,197,154,141.428571428571,13,11.5714285714286,2.4290283312541e-05,1.98738681648063e-06,17.0031983187787,1.39117077153644
"896","Wisconsin","55",2020-04-17,4045,205,170,139.571428571429,8,10.5714285714286,2.39713199963157e-05,1.81563733851317e-06,16.779923997421,1.27094613695922
"897","Wisconsin","55",2020-04-18,4199,212,154,140.857142857143,7,10.1428571428571,2.41921407537025e-05,1.74203041938425e-06,16.9344985275917,1.21942129356898
"898","Wisconsin","55",2020-04-19,4346,222,147,143.571428571429,10,11,2.46583179081856e-05,1.88924425764208e-06,17.2608225357299,1.32247098034946
"899","Wisconsin","55",2020-04-20,4499,231,153,153,9,10.8571428571429,2.62776701290216e-05,1.86470861793244e-06,18.3943690903151,1.30529603255271
"900","Wisconsin","55",2020-04-21,4620,243,121,152.142857142857,12,10.1428571428571,2.61304562907638e-05,1.74203041938425e-06,18.2913194035347,1.21942129356898
"901","Wisconsin","55",2020-04-22,4845,247,225,160.571428571429,4,9,2.75780590336324e-05,1.54574530170716e-06,19.3046413235427,1.08202171119501
"902","Wisconsin","55",2020-04-23,5052,257,207,168.142857142857,10,8.57142857142857,2.88784479382432e-05,1.47213838257824e-06,20.2149135567702,1.03049686780477
"903","Wisconsin","55",2020-04-24,5356,262,304,187.285714285714,5,8.14285714285714,3.21662236593346e-05,1.39853146344933e-06,22.5163565615342,0.978972024414532
"904","Wisconsin","55",2020-04-25,5687,266,331,212.571428571429,4,7.71428571428571,3.65090318879404e-05,1.32492454432042e-06,25.5563223215583,0.927447181024293
"905","Wisconsin","55",2020-04-26,5911,274,224,223.571428571429,8,7.42857142857143,3.83982761455825e-05,1.27585326490114e-06,26.8787933019078,0.893097285430801
"906","Wisconsin","55",2020-04-27,6081,281,170,226,7,7.14285714285714,3.88153820206463e-05,1.22678198548187e-06,27.1707674144524,0.858747389837309
"907","Wisconsin","55",2020-04-28,6289,300,208,238.428571428571,19,8.14285714285714,4.09499826753848e-05,1.39853146344933e-06,28.6649878727694,0.978972024414532
"908","Wisconsin","55",2020-04-29,6520,308,231,239.285714285714,8,8.71428571428571,4.10971965136426e-05,1.49667402228788e-06,28.7680375595498,1.04767181560152
"909","Wisconsin","55",2020-04-30,6854,316,334,257.428571428571,8,8.42857142857143,4.42132227567666e-05,1.44760274286861e-06,30.9492559297366,1.01332192000802
"910","Wisconsin","55",2020-05-01,7314,327,460,279.714285714286,11,9.28571428571429,4.804078255147e-05,1.59481658112643e-06,33.628547786029,1.1163716067885
"911","Wisconsin","55",2020-05-02,7660,334,346,281.857142857143,7,9.71428571428571,4.84088171471146e-05,1.66842350025534e-06,33.8861720029802,1.16789645017874
"912","Wisconsin","55",2020-05-03,7964,339,304,293.285714285714,5,9.28571428571429,5.03716683238856e-05,1.59481658112643e-06,35.2601678267199,1.1163716067885
"913","Wisconsin","55",2020-05-04,8236,340,272,307.857142857143,1,8.42857142857143,5.28743035742686e-05,1.44760274286861e-06,37.012012501988,1.01332192000802
"914","Wisconsin","55",2020-05-05,8566,353,330,325.285714285714,13,7.57142857142857,5.58676516188443e-05,1.30038890461078e-06,39.107356133191,0.910272233227547
"915","Wisconsin","55",2020-05-06,8901,362,335,340.142857142857,9,7.71428571428571,5.84193581486466e-05,1.32492454432042e-06,40.8935507040526,0.927447181024293
"916","Wisconsin","55",2020-05-07,9215,374,314,337.285714285714,12,8.28571428571429,5.79286453544539e-05,1.42306710315897e-06,40.5500517481177,0.996146972211278
"917","Wisconsin","55",2020-05-08,9590,384,375,325.142857142857,10,8.14285714285714,5.58431159791347e-05,1.39853146344933e-06,39.0901811853943,0.978972024414532
"918","Wisconsin","55",2020-05-09,9939,398,349,325.571428571429,14,9.14285714285714,5.59167228982636e-05,1.57028094141679e-06,39.1417060287845,1.09919665899176
"919","Wisconsin","55",2020-05-10,10219,400,280,322.142857142857,2,8.71428571428571,5.53278675452323e-05,1.49667402228788e-06,38.7295072816626,1.04767181560152
"920","Wisconsin","55",2020-05-11,10418,409,199,311.714285714286,9,9.85714285714286,5.35367658464288e-05,1.69295913996498e-06,37.4757360925001,1.18507139797549
"921","Wisconsin","55",2020-05-12,10617,418,199,293,9,9.28571428571429,5.03225970444663e-05,1.59481658112643e-06,35.2258179311264,1.1163716067885
"922","Wisconsin","55",2020-05-13,10903,421,286,286,3,8.42857142857143,4.91203506986941e-05,1.44760274286861e-06,34.3842454890858,1.01332192000802
"923","Wisconsin","55",2020-05-14,11280,434,377,295,13,8.57142857142857,5.06660960004012e-05,1.47213838257824e-06,35.4662672002808,1.03049686780477
"924","Wisconsin","55",2020-05-15,11854,445,574,323.428571428571,11,8.71428571428571,5.5548688302619e-05,1.49667402228788e-06,38.8840818118333,1.04767181560152
"925","Wisconsin","55",2020-05-16,12368,453,514,347,8,7.85714285714286,5.95970688547092e-05,1.34946018403006e-06,41.7179481982965,0.944622128821039
"926","Wisconsin","55",2020-05-17,12571,453,203,336,0,7.57142857142857,5.77078245970671e-05,1.30038890461078e-06,40.395477217947,0.910272233227547
"927","Wisconsin","55",2020-05-18,12722,459,151,329.142857142857,6,7.14285714285714,5.65301138910045e-05,1.22678198548187e-06,39.5710797237032,0.858747389837309
"928","Wisconsin","55",2020-05-19,13001,467,279,340.571428571429,8,7,5.84929650677755e-05,1.20224634577223e-06,40.9450755474429,0.841572442040562
"929","Wisconsin","55",2020-05-20,13574,481,573,381.571428571429,14,8.57142857142857,6.55346936644415e-05,1.47213838257824e-06,45.874285565109,1.03049686780477
"930","Wisconsin","55",2020-05-21,13892,487,318,373.142857142857,6,7.57142857142857,6.40870909215729e-05,1.30038890461078e-06,44.860963645101,0.910272233227547
"931","Wisconsin","55",2020-05-22,14557,496,665,386.142857142857,9,7.28571428571429,6.63198341351499e-05,1.25131762519151e-06,46.4238838946049,0.875922337634055
"932","Wisconsin","55",2020-05-23,14985,507,428,373.857142857143,11,7.71428571428571,6.4209769120121e-05,1.32492454432042e-06,44.9468383840847,0.927447181024293
"933","Wisconsin","55",2020-05-24,15362,510,377,398.714285714286,3,8.14285714285714,6.8478970429598e-05,1.39853146344933e-06,47.9352793007186,0.978972024414532
